continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,median_age,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
South America,Argentina,2020-12-08,1504277,0,6108.857,44943,0,123.143,33053.533,0.0,134.23,987.534,0.0,2.706,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-09,1504277,0,6108.857,44943,0,123.143,33053.533,0.0,134.23,987.534,0.0,2.706,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-10,1504277,0,6108.857,44943,0,123.143,33053.533,0.0,134.23,987.534,0.0,2.706,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-11,1504277,0,6108.857,44943,0,123.143,33053.533,0.0,134.23,987.534,0.0,2.706,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-12,1504277,0,6108.857,44943,0,123.143,33053.533,0.0,134.23,987.534,0.0,2.706,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-13,1539591,35314,5044.857,45738,795,113.571,33829.489,775.956,110.851,1005.003,17.469,2.496,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-14,1539591,0,5044.857,45738,0,113.571,33829.489,0.0,110.851,1005.003,0.0,2.496,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-15,1539591,0,5044.857,45738,0,113.571,33829.489,0.0,110.851,1005.003,0.0,2.496,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-16,1539591,0,5044.857,45738,0,113.571,33829.489,0.0,110.851,1005.003,0.0,2.496,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-17,1539591,0,5044.857,45738,0,113.571,33829.489,0.0,110.851,1005.003,0.0,2.496,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-18,1539591,0,5044.857,45738,0,113.571,33829.489,0.0,110.851,1005.003,0.0,2.496,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-19,1539591,0,5044.857,45738,0,113.571,33829.489,0.0,110.851,1005.003,0.0,2.496,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-20,1585045,45454,6493.429,46648,910,130.0,34828.251,998.762,142.68,1024.998,19.995,2.856,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-21,1585045,0,6493.429,46648,0,130.0,34828.251,0.0,142.68,1024.998,0.0,2.856,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-22,1585045,0,6493.429,46648,0,130.0,34828.251,0.0,142.68,1024.998,0.0,2.856,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-23,1585045,0,6493.429,46648,0,130.0,34828.251,0.0,142.68,1024.998,0.0,2.856,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-24,1585045,0,6493.429,46648,0,130.0,34828.251,0.0,142.68,1024.998,0.0,2.856,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-25,1585045,0,6493.429,46648,0,130.0,34828.251,0.0,142.68,1024.998,0.0,2.856,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-26,1585045,0,6493.429,46648,0,130.0,34828.251,0.0,142.68,1024.998,0.0,2.856,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-27,1629908,44863,6409.0,47507,859,122.714,35814.028,985.776,140.825,1043.873,18.875,2.696,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-28,1629908,0,6409.0,47507,0,122.714,35814.028,0.0,140.825,1043.873,0.0,2.696,0,0,0,0,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-29,1629908,0,6409.0,47507,0,122.714,35814.028,0.0,140.825,1043.873,0.0,2.696,20495,20492,2,1,0,0.0,0.0,0.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-30,1629908,0,6409.0,47507,0,122.714,35814.028,0.0,140.825,1043.873,0.0,2.696,40597,40589,7,1,20102,20102.0,442.0,20097.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2020-12-31,1629908,0,6409.0,47507,0,122.714,35814.028,0.0,140.825,1043.873,0.0,2.696,43403,43395,7,1,2806,11454.0,252.0,11452.0,31.9,18933.907,5.0,76.67,0.845,45510324,36108.2,10.57,19.65,801.7624
South America,Argentina,2021-01-01,1629908,0,6409.0,47507,0,122.714,35814.028,0.0,140.825,1043.873,0.0,2.696,43532,43524,7,1,129,7679.0,169.0,7677.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-02,1629908,0,6409.0,47507,0,122.714,35814.028,0.0,140.825,1043.873,0.0,2.696,46844,46833,10,1,3312,6587.0,145.0,6585.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-03,1690372,60464,8637.714,48610,1103,157.571,37142.605,1328.578,189.797,1068.109,24.236,3.462,47290,47274,11,5,446,5359.0,118.0,5356.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-04,1690372,0,8637.714,48610,0,157.571,37142.605,0.0,189.797,1068.109,0.0,3.462,57753,57731,15,7,10463,6210.0,136.0,6206.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-05,1690372,0,8637.714,48610,0,157.571,37142.605,0.0,189.797,1068.109,0.0,3.462,68484,68459,18,7,10731,6856.0,151.0,6852.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-06,1690372,0,8637.714,48610,0,157.571,37142.605,0.0,189.797,1068.109,0.0,3.462,78604,78575,18,11,10120,5430.0,119.0,5427.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-07,1690372,0,8637.714,48610,0,157.571,37142.605,0.0,189.797,1068.109,0.0,3.462,96838,96800,21,17,18234,7634.0,168.0,7629.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-08,1690372,0,8637.714,48610,0,157.571,37142.605,0.0,189.797,1068.109,0.0,3.462,124732,124686,28,18,27894,11600.0,255.0,11595.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-09,1690372,0,8637.714,48610,0,157.571,37142.605,0.0,189.797,1068.109,0.0,3.462,134943,134894,30,19,10211,12586.0,277.0,12580.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-10,1775105,84733,12104.714,50025,1415,202.143,39004.447,1861.841,265.977,1099.201,31.092,4.442,136122,136068,30,24,1179,12690.0,279.0,12685.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-11,1775105,0,12104.714,50025,0,202.143,39004.447,0.0,265.977,1099.201,0.0,4.442,155953,155892,35,26,19831,14029.0,308.0,14023.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-12,1775105,0,12104.714,50025,0,202.143,39004.447,0.0,265.977,1099.201,0.0,4.442,175350,175269,45,36,19397,15267.0,335.0,15259.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-13,1775105,0,12104.714,50025,0,202.143,39004.447,0.0,265.977,1099.201,0.0,4.442,192128,192043,47,38,16778,16218.0,356.0,16210.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-14,1775105,0,12104.714,50025,0,202.143,39004.447,0.0,265.977,1099.201,0.0,4.442,208778,208688,48,42,16650,15991.0,351.0,15984.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-15,1775105,0,12104.714,50025,0,202.143,39004.447,0.0,265.977,1099.201,0.0,4.442,226225,226129,54,42,17447,14499.0,319.0,14492.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-16,1775105,0,12104.714,50025,0,202.143,39004.447,0.0,265.977,1099.201,0.0,4.442,232110,232013,55,42,5885,13881.0,305.0,13874.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-17,1853051,77946,11135.143,51325,1300,185.714,40717.157,1712.71,244.673,1127.766,28.565,4.081,233174,233072,58,44,1064,13865.0,305.0,13858.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-18,1853051,0,11135.143,51325,0,185.714,40717.157,0.0,244.673,1127.766,0.0,4.081,243008,242893,63,52,9834,12436.0,273.0,12429.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-19,1853051,0,11135.143,51325,0,185.714,40717.157,0.0,244.673,1127.766,0.0,4.081,256265,250709,5498,58,13257,11559.0,254.0,10777.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-20,1853051,0,11135.143,51325,0,185.714,40717.157,0.0,244.673,1127.766,0.0,4.081,275699,256621,19020,58,19434,11939.0,262.0,9225.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-21,1853051,0,11135.143,51325,0,185.714,40717.157,0.0,244.673,1127.766,0.0,4.081,289820,261421,28341,58,14121,11577.0,254.0,7533.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-22,1853051,0,11135.143,51325,0,185.714,40717.157,0.0,244.673,1127.766,0.0,4.081,299044,266446,32539,59,9224,10403.0,229.0,5760.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-23,1853051,0,11135.143,51325,0,185.714,40717.157,0.0,244.673,1127.766,0.0,4.081,302994,267560,35374,60,3950,10126.0,222.0,5078.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-24,1932367,79316,11330.857,52585,1260,180.0,42459.97,1742.813,248.973,1155.452,27.686,3.955,303298,267652,35586,60,304,10018.0,220.0,4940.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-25,1932367,0,11330.857,52585,0,180.0,42459.97,0.0,248.973,1155.452,0.0,3.955,317518,274777,42681,60,14220,10644.0,234.0,4555.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-26,1932367,0,11330.857,52585,0,180.0,42459.97,0.0,248.973,1155.452,0.0,3.955,330335,280098,50177,60,12817,10581.0,232.0,4198.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-27,1932367,0,11330.857,52585,0,180.0,42459.97,0.0,248.973,1155.452,0.0,3.955,340450,284191,56199,60,10115,9250.0,203.0,3939.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-28,1932367,0,11330.857,52585,0,180.0,42459.97,0.0,248.973,1155.452,0.0,3.955,356500,285635,70804,61,16050,9526.0,209.0,3459.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-29,1932367,0,11330.857,52585,0,180.0,42459.97,0.0,248.973,1155.452,0.0,3.955,380005,287097,92847,61,23505,11566.0,254.0,2950.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-30,1932367,0,11330.857,52585,0,180.0,42459.97,0.0,248.973,1155.452,0.0,3.955,389321,287299,101960,62,9316,12332.0,271.0,2820.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-01-31,1993552,61185,8740.714,53716,1131,161.571,43804.39,1344.42,192.06,1180.304,24.852,3.55,389946,287307,102576,63,625,12378.0,272.0,2808.0,31.9,18933.907,5.0,76.67,0.845,45510324,44257.0,12.03,30.69,977.4766
South America,Argentina,2021-02-01,1993552,0,8740.714,53716,0,161.571,43804.39,0.0,192.06,1180.304,0.0,3.55,409482,289581,119837,64,19536,13138.0,289.0,2115.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-02,1993552,0,8740.714,53716,0,161.571,43804.39,0.0,192.06,1180.304,0.0,3.55,433366,295228,138073,65,23884,14719.0,323.0,2161.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-03,1993552,0,8740.714,53716,0,161.571,43804.39,0.0,192.06,1180.304,0.0,3.55,459991,305640,154286,65,26625,17077.0,375.0,3064.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-04,1993552,0,8740.714,53716,0,161.571,43804.39,0.0,192.06,1180.304,0.0,3.55,488134,315970,172098,66,28143,18805.0,413.0,4334.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-05,1993552,0,8740.714,53716,0,161.571,43804.39,0.0,192.06,1180.304,0.0,3.55,521182,329863,191255,66,33048,20168.0,443.0,6109.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-06,1993552,0,8740.714,53716,0,161.571,43804.39,0.0,192.06,1180.304,0.0,3.55,532114,332944,199106,66,10932,20399.0,448.0,6521.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-07,2044821,51269,7324.143,54664,948,135.429,44930.926,1126.536,160.934,1201.134,20.83,2.976,533499,333515,199920,66,1385,20508.0,451.0,6601.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-08,2044821,0,7324.143,54664,0,135.429,44930.926,0.0,160.934,1201.134,0.0,2.976,556936,349991,206879,68,23437,21065.0,463.0,8630.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-09,2044821,0,7324.143,54664,0,135.429,44930.926,0.0,160.934,1201.134,0.0,2.976,577141,364262,212813,68,20205,20539.0,451.0,9862.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-10,2044821,0,7324.143,54664,0,135.429,44930.926,0.0,160.934,1201.134,0.0,2.976,592770,375277,217427,68,15629,18968.0,417.0,9948.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-11,2044821,0,7324.143,54664,0,135.429,44930.926,0.0,160.934,1201.134,0.0,2.976,610632,379947,230619,68,17862,17500.0,385.0,9140.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-12,2044821,0,7324.143,54664,0,135.429,44930.926,0.0,160.934,1201.134,0.0,2.976,626476,384207,242203,68,15844,15042.0,331.0,7763.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-13,2044821,0,7324.143,54664,0,135.429,44930.926,0.0,160.934,1201.134,0.0,2.976,629512,384570,244876,68,3036,13914.0,306.0,7375.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-14,2095565,50744,7249.143,55599,935,133.571,46045.926,1115.0,159.286,1221.679,20.545,2.935,629665,384595,245004,68,153,13738.0,302.0,7297.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-15,2095565,0,7249.143,55599,0,133.571,46045.926,0.0,159.286,1221.679,0.0,2.935,630983,385675,245241,69,1318,10578.0,232.0,5098.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-16,2095565,0,7249.143,55599,0,133.571,46045.926,0.0,159.286,1221.679,0.0,2.935,632296,386713,245516,69,1313,7879.0,173.0,3207.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-17,2095565,0,7249.143,55599,0,133.571,46045.926,0.0,159.286,1221.679,0.0,2.935,656713,406379,250267,69,24417,9135.0,201.0,4443.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-18,2095565,0,7249.143,55599,0,133.571,46045.926,0.0,159.286,1221.679,0.0,2.935,720562,458669,261825,70,63849,15704.0,345.0,11246.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-19,2095565,0,7249.143,55599,0,133.571,46045.926,0.0,159.286,1221.679,0.0,2.935,788474,519033,269372,71,67912,23143.0,509.0,19261.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-20,2095565,0,7249.143,55599,0,133.571,46045.926,0.0,159.286,1221.679,0.0,2.935,821099,550115,270915,71,32625,27370.0,601.0,23649.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-21,2138252,42687,6098.143,56396,797,113.857,46983.889,937.963,133.995,1239.191,17.513,2.502,841281,570259,270953,71,20182,30231.0,664.0,26523.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-22,2138252,0,6098.143,56396,0,113.857,46983.889,0.0,133.995,1239.191,0.0,2.502,908877,636122,272686,71,67596,39699.0,872.0,35778.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-23,2138252,0,6098.143,56396,0,113.857,46983.889,0.0,133.995,1239.191,0.0,2.502,995861,718993,276799,71,86984,51938.0,1141.0,47469.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-24,2138252,0,6098.143,56396,0,113.857,46983.889,0.0,133.995,1239.191,0.0,2.502,1089732,806396,283265,73,93871,61860.0,1359.0,57145.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-25,2138252,0,6098.143,56396,0,113.857,46983.889,0.0,133.995,1239.191,0.0,2.502,1169232,874456,294704,74,79500,64096.0,1408.0,59398.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-26,2138252,0,6098.143,56396,0,113.857,46983.889,0.0,133.995,1239.191,0.0,2.502,1250958,945158,305728,74,81726,66069.0,1452.0,60875.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-27,2138252,0,6098.143,56396,0,113.857,46983.889,0.0,133.995,1239.191,0.0,2.502,1268870,961056,307742,74,17912,63967.0,1406.0,58706.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-02-28,2182953,44701,6385.857,57227,831,118.714,47966.105,982.217,140.317,1257.451,18.26,2.609,1274999,966869,308057,75,6129,61960.0,1361.0,56659.0,31.9,18933.907,5.0,76.67,0.845,45510324,49858.4,12.72,23.46,1101.1912
South America,Argentina,2021-03-01,2182953,0,6385.857,57227,0,118.714,47966.105,0.0,140.317,1257.451,0.0,2.609,1349588,1034126,315389,75,74589,62959.0,1383.0,56858.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-02,2182953,0,6385.857,57227,0,118.714,47966.105,0.0,140.317,1257.451,0.0,2.609,1425236,1102568,322595,75,75648,61339.0,1348.0,54796.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-03,2182953,0,6385.857,57227,0,118.714,47966.105,0.0,140.317,1257.451,0.0,2.609,1496766,1166916,329776,76,71530,58148.0,1278.0,51503.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-04,2182953,0,6385.857,57227,0,118.714,47966.105,0.0,140.317,1257.451,0.0,2.609,1608871,1265393,343402,78,112105,62806.0,1380.0,55848.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-05,2182953,0,6385.857,57227,0,118.714,47966.105,0.0,140.317,1257.451,0.0,2.609,1720638,1364326,356235,79,111767,67097.0,1474.0,59881.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-06,2182953,0,6385.857,57227,0,118.714,47966.105,0.0,140.317,1257.451,0.0,2.609,1775589,1415486,360025,80,54951,72388.0,1591.0,64919.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-07,2226676,43723,6246.143,58111,884,126.286,48926.833,960.727,137.247,1276.875,19.424,2.775,1787387,1427202,360107,80,11798,73198.0,1608.0,65762.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-08,2226676,0,6246.143,58111,0,126.286,48926.833,0.0,137.247,1276.875,0.0,2.775,1889912,1527235,362599,80,102525,77189.0,1696.0,70444.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-09,2226676,0,6246.143,58111,0,126.286,48926.833,0.0,137.247,1276.875,0.0,2.775,2005744,1640748,364917,81,115832,82930.0,1822.0,76883.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-10,2226676,0,6246.143,58111,0,126.286,48926.833,0.0,137.247,1276.875,0.0,2.775,2169760,1798432,371249,81,164016,96142.0,2113.0,90217.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-11,2226676,0,6246.143,58111,0,126.286,48926.833,0.0,137.247,1276.875,0.0,2.775,2356680,1952527,404072,83,186920,106830.0,2347.0,98162.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-12,2226676,0,6246.143,58111,0,126.286,48926.833,0.0,137.247,1276.875,0.0,2.775,2518383,2070502,447799,84,161703,113964.0,2504.0,100882.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-13,2226676,0,6246.143,58111,0,126.286,48926.833,0.0,137.247,1276.875,0.0,2.775,2564785,2089619,475083,85,46402,112742.0,2477.0,96305.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-14,2276955,50279,7182.714,59088,977,139.571,50031.615,1104.782,157.826,1298.343,21.468,3.067,2573959,2097552,476324,85,9174,112367.0,2469.0,95764.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-15,2276955,0,7182.714,59088,0,139.571,50031.615,0.0,157.826,1298.343,0.0,3.067,2711613,2206570,504959,86,137654,117386.0,2579.0,97048.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-16,2276955,0,7182.714,59088,0,139.571,50031.615,0.0,157.826,1298.343,0.0,3.067,2845374,2318194,527096,86,133761,119947.0,2636.0,96778.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-17,2276955,0,7182.714,59088,0,139.571,50031.615,0.0,157.826,1298.343,0.0,3.067,2984997,2439592,545321,86,139623,116462.0,2559.0,91594.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-18,2276955,0,7182.714,59088,0,139.571,50031.615,0.0,157.826,1298.343,0.0,3.067,3123984,2535158,588737,89,138987,109615.0,2409.0,83233.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-19,2276955,0,7182.714,59088,0,139.571,50031.615,0.0,157.826,1298.343,0.0,3.067,3250210,2625290,624831,89,126226,104547.0,2297.0,79255.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-20,2276955,0,7182.714,59088,0,139.571,50031.615,0.0,157.826,1298.343,0.0,3.067,3301102,2663392,637621,89,50892,105188.0,2311.0,81968.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-21,2328586,51631,7375.857,60082,994,142.0,51166.105,1134.49,162.07,1320.184,21.841,3.12,3320738,2681706,638941,91,19636,106683.0,2344.0,83451.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
South America,Argentina,2021-03-22,2328586,0,7375.857,60082,0,142.0,51166.105,0.0,162.07,1320.184,0.0,3.12,3403819,2752001,651726,92,83081,98887.0,2173.0,77919.0,31.9,18933.907,5.0,76.67,0.845,45510324,0.0,0.0,0.0,0.0
